AvyYear,lat,lon,PrimaryActivity,TravelMode,Killed
1982,0,0,Backcountry Tourer,Ski,1
1982,0,0,Sidecountry Rider,Ski,1
1982,0,0,Misc Recreation,,1
1982,0,0,Hiker,,1
1982,0,0,Climber,,1
1981,0,0,Climber,Foot,11
1981,0,0,Backcountry Tourer,Ski,1
1981,0,0,Snowmobiler,,1
1981,0,0,Ski Patroller,,1
1981,0,0,Backcountry Tourer,Ski,1
1981,0,0,Backcountry Tourer,Ski,1
1981,0,0,Sidecountry Rider,Ski,1
1981,0,0,Inbounds Rider,Ski,1
1981,0,0,Snowmobiler,,1
1981,0,0,Backcountry Tourer,Ski,1
1981,0,0,Backcountry Tourer,Ski,2
1981,0,0,Backcountry Tourer,Ski,1
1980,0,0,Sidecountry Rider,Ski,1
1980,0,0,Sidecountry Rider,Ski,1
1980,0,0,Backcountry Tourer,Ski,1
1980,0,0,Backcountry Tourer,Ski,1
1980,0,0,Backcountry Tourer,Ski,1
1980,0,0,Backcountry Tourer,Ski,1
1979,0,0,Climber,,1
1979,0,0,Climber,,2
1979,0,0,Backcountry Tourer,Ski,1
1979,0,0,Climber,,2
1979,0,0,Sidecountry Rider,Ski,1
1979,0,0,Hiker,Snowshoe,1
1979,0,0,Miner,,1
1979,0,0,Backcountry Tourer,Ski,1
1978,0,0,Climber,,1
1978,0,0,Climber,,1
1978,0,0,Climber,,2
1978,0,0,Snowmobiler,,1
1978,0,0,Highway Personnel,,1
1978,0,0,Hiker,Snowshoe,1
1978,0,0,Motorist,,2
1978,0,0,Highway Personnel,,1
1978,0,0,Backcountry Tourer,Ski,4
1978,0,0,Backcountry Tourer,Ski,2
1978,0,0,Climber,,1
1978,0,0,Climber,,1
1977,0,0,Climber,,1
1977,0,0,Backcountry Tourer,Ski,1
1977,0,0,Inbounds Rider,Ski,1
1977,0,0,Others at Work,,1
1977,0,0,Snowplayer,,1
1977,0,0,Hiker,Snowshoe,1
1976,0,0,Climber,,3
1976,0,0,Climber,,1
1976,0,0,Climber,,1
1976,0,0,Others at Work,,1
1976,0,0,Hiker,Snowshoe,1
1976,0,0,Backcountry Tourer,Ski,1
1976,0,0,Inbounds Rider,Ski,3
1976,0,0,Climber,,1
1976,0,0,Climber,,1
1976,0,0,Backcountry Tourer,Ski,1
1976,0,0,Backcountry Tourer,Ski,2
1976,0,0,Climber,,2
1976,0,0,Sidecountry Rider,Ski,1
1976,0,0,Hiker,Snowshoe,1
1976,0,0,Backcountry Tourer,Ski,1
1975,0,0,Hunter,,1
1975,0,0,Climber,,5
1975,0,0,Climber,,1
1975,0,0,Snowmobiler,,1
1975,0,0,Climber,,1
1975,0,0,Snowplayer,,1
1975,0,0,Sidecountry Rider,Ski,1
1975,0,0,Backcountry Tourer,Ski,1
1975,0,0,Climber,,1
1975,0,0,Backcountry Tourer,Ski,1
1975,0,0,Backcountry Tourer,Ski,2
1975,0,0,Inbounds Rider,Ski,1
1975,0,0,Sidecountry Rider,Ski,1
1975,0,0,Backcountry Tourer,Ski,1
1975,0,0,Backcountry Tourer,Ski,1
1975,0,0,Ski Patroller,,1
1975,0,0,Climber,,1
1974,0,0,Inbounds Rider,Ski,1
1974,0,0,Highway Personnel,,1
1974,0,0,Hiker,Snowshoe,2
1974,0,0,Backcountry Tourer,Ski,3
1974,0,0,Climber,,1
1974,0,0,Climber,,1
1974,0,0,Inbounds Rider,Ski,1
1974,0,0,Climber,,1
1974,0,0,Climber,,2
1973,0,0,Sidecountry Rider,Ski,1
1973,0,0,Mechanized Guiding Client,,1
1973,0,0,Inbounds Rider,Ski,1
1973,0,0,Sidecountry Rider,Ski,1
1972,0,0,Hiker,,1
1972,0,0,Hiker,,1
1972,0,0,Climber,,2
1972,0,0,Sidecountry Rider,Ski,2
1972,0,0,Hunter,,1
1971,0,0,Climber,,2
1971,0,0,Mechanized Guide,Ski,1
1971,0,0,Resident,Foot,4
1971,0,0,Snowmobiler,,1
1971,0,0,Motorist,,1
1971,0,0,Climber,,1
1971,0,0,Inbounds Rider,Ski,1
1971,0,0,Snowmobiler,,1
1970,0,0,Highway Personnel,,1
1970,0,0,Inbounds Rider,Ski,1
1970,0,0,Climber,,5
1969,0,0,Motorist,,1
1969,0,0,Backcountry Tourer,Ski,1
1969,0,0,Resident,Foot,2
1969,0,0,Resident,Foot,1
1969,0,0,Backcountry Tourer,Ski,1
1968,0,0,Inbounds Rider,Ski,1
1968,0,0,Snowmobiler,,1
1968,0,0,Hiker,,1
1968,0,0,Ski Patroller,,1
1967,0,0,Ski Patroller,,2
1967,0,0,Climber,,2
1967,0,0,Climber,,2
1966,0,0,Backcountry Tourer,Ski,1
1966,0,0,Inbounds Rider,Ski,1
1966,0,0,Inbounds Rider,Ski,1
1965,0,0,Others at Work,,1
1965,0,0,Others at Work,,1
1965,0,0,Others at Work,Vehicle,1
1965,0,0,Hiker,Snowshoe,1
1964,0,0,Climber,,2
1964,0,0,Ranger,,1
1964,0,0,Sidecountry Rider,Ski,1
1964,0,0,Ski Patroller,,1
1964,0,0,Snowplayer,,2
1963,0,0,Climber,,1
1963,0,0,Motorist,,3
1963,0,0,Snowplayer,,2
1962,0,0,Climber,,1
1962,0,0,Climber,,2
1962,0,0,Hiker,Snowshoe,1
1962,0,0,Resident,Foot,7
1962,0,0,Inbounds Rider,Ski,1
1961,0,0,Sidecountry Rider,Ski,1
1960,0,0,Climber,,1
1960,0,0,Others at Work,,2
1960,0,0,Backcountry Tourer,Ski,1
1959,0,0,Climber,,1
1959,0,0,Inbounds Rider,Ski,1
1958,0,0,Backcountry Tourer,Ski,1
1958,0,0,Rescuer,,1
1958,0,0,Miner,,1
1958,0,0,Rescuer,,3
1957,0,0,Highway Personnel,Foot,2
1957,0,0,Hiker,,1
1957,0,0,Climber,,1
1957,0,0,Resident,Foot,1
1956,0,0,Sidecountry Rider,Ski,1
1956,0,0,Resident,Foot,1
1956,0,0,Climber,,1
1955,0,0,Inbounds Rider,Ski,1
1954,0,0,Highway Personnel,,1
1954,0,0,Backcountry Tourer,Ski,2
1954,0,0,Climber,,2
1953,0,0,Highway Personnel,,2
1953,0,0,Backcountry Tourer,Ski,1
1952,0,0,Motorist,,1
1952,0,0,Highway Personnel,,1
1952,0,0,Inbounds Rider,Ski,4
1952,0,0,Resident,Foot,2
1952,0,0,Miner,,1
1952,0,0,Motorist,,2
1951,0,0,Motorist,,2
